N,Page,Channel ID,Name,Author,Description,percentage,Tags
1541,103,2100600,DEW P MEASURE,mwa0000021190424,,30,
1542,103,1011760,Dew point measurement,mwa0000017068110,,30,
1543,103,1373121,Dew Point Measurement,mwa0000020239875,,30,
1544,103,1802310,DataComm,mwa0000026769540,,30,
1545,103,1461831,dew point measurement,mwa0000015360055,,30,
1546,104,2548577,Dew Point Measuement,mwa0000034004485,,30,
1547,104,2216346,Misura del Punto di ...,mwa0000020382224,,30,
1548,104,2607316,Dew Point Measurement,mwa0000034502971,,30,
1549,104,1034788,Dew Point Measurement,mwa0000016995115,,30,
1550,104,1673464,Dew Point Measurement,mwa0000023951453,,30,
1551,104,1002543,Dew Point Measurement,mwa0000017644768,,30,
1552,104,2510982,Dew Point Measurement,mwa0000033732044,,30,
1553,104,1032315,Dew Point Measurement,mwa0000017664808,,30,
1554,104,1107410,measurement and  tem...,santosh76031,,30,
1555,104,2051072,Dew Point Measurement,mwa0000028679137,,30,
1556,104,1951179,Airqo_G5130,airqodata02,,30,
1557,104,1307405,Dew Point Measurement,mwa0000014094773,,30,
1558,104,2549538,Dew Point Measurement,mwa0000034010491,,30,
1559,104,1056742,Mittaukset 2,mwa0000017265688,,30,
1560,104,1487734,Dew Point Measurement,mwa0000023439160,,30,
1561,105,2554324,Dew Point Measurement,mwa0000034048482,,30,
1562,105,1682710,Dew Point Measurement,mwa0000019416479,,30,
1563,105,1801006,Data Communication: ...,mwa0000022770463,,30,
1564,105,1246338,API Meteored General...,Pampero3,,30,
1565,105,1028801,Dew Point Measurement,mwa0000017656602,,30,
1566,105,1331164,sudhanshu,sudhanshuag123,,30,
1567,105,982271,Dew Point Measurement,chelseapowe,,30,
1568,105,2243634,Dew Point Measurement,mwa0000030811125,,30,
1569,105,596161,tutoriel,simonsimon405,,30,
1570,105,2514968,node1,mwa0000033716629,,30,
1571,105,1465703,Dew Point Measurement,dhwani0111,,30,
1572,105,1677869,Air quality,mwa0000022603318,,30,
1573,105,1549169,Dew Point Measurement,mwa0000024488630,,30,
1574,105,2337223,AIRQO_G5300,airqodata02,,30,
1575,105,2026685,AirQo-G5139,airqodata02,,30,
1576,106,2100591,Dew Point Measurement,mwa0000029814143,,30,
1577,106,1267134,Mod10Percobaan2,mwa0000020660979,,30,
1578,106,1002531,Dew Point Measurement,mwa0000017644678,,30,
1579,106,1028749,Sense HAT,sdang123,,30,
1580,106,3237567,gas sensor,reddy6304025716,,30,
1581,106,2199038,Dew Point Measurement,mwa0000030443874,,30,
1582,106,2292845,AIRQO_G5277,airqodata02,,30,
1583,106,2051766,Wind power monitor,mwa0000019059637,,30,
1584,106,2337241,AIRQO_G5305,airqodata02,,30,
1585,106,3250768,Dew Point Measurement,mwa0000040362607,,30,
1586,106,2443412,Project 1,mwa0000033095471,,30,
1587,106,3096115,Dew Point Measurement,mwa0000039010698,,30,
1588,106,1036485,Dew Point Measurement,mwa0000017762501,,30,
1589,106,1691207,Dew Point Measurement,mwa0000025552833,,30,
1590,106,3258329,Dew Point Measuremen...,mwa0000040288992,,30,
1591,107,3258329,Dew Point Measuremen...,mwa0000040288992,,30,
1592,107,2417690,Dew Point Measurement,mwa0000027118814,,30,
1593,107,2940804,SII Testing,anacm1,,30,
1594,107,2510665,Dew Point Measurement,mwa0000033712658,,30,
1595,107,2457939,Wind and Solar Power...,mwa0000026473284,,30,
1596,107,2514889,Node2,mwa0000033710090,,30,
1597,107,2256224,Temperature,mwa0000030968825,,30,
1598,107,2553047,Dew Point Measurement,mwa0000034038086,,30,
1599,107,1465702,Dew Point Measurement,mwa0000023445049,,30,
1600,107,2084593,AirQo-G5161,airqodata02,,30,
1601,107,2194209,Dew Point Measurement,SANJAI,,30,
1602,107,1265712,Dew Point Meassurement,mwa0000020676739,,30,
1603,107,2992532,B_愛河灣水質NO3(中正橋),mwa0000029068820,,30,
1604,107,2515007,NODE2,mwa0000033731155,,30,
1605,107,2514528,Node2,mwa0000033729847,,30,
1606,108,2514528,Node2,mwa0000033729847,,30,
1607,108,1002613,Dew Point Measurement,c19350163,,30,
1608,108,2084567,AirQo-G5146,airqodata02,,30,
1609,108,2874887,airqo_g5471,airqodata02,,30,
1610,108,1003700,Dew Point Measurement,mwa0000017059745,,30,
1611,108,1699897,Dew Point Measurement,mwa0000024461149,,30,
1612,108,1358199,Dew Point Measurement,mwa0000020239902,,30,
1613,108,1358180,Dew Point Measurement,mwa0000020239886,,30,
1614,108,1739563,AirQo_G575,airqodata02,,30,
1615,108,1465721,Dew Point Measurement,mwa0000023445133,,30,
1616,108,2556104,Model Node 1 data,mwa0000034004485,,30,
1617,108,1002557,Dew Point Measurement,mwa0000017644881,,30,
1618,108,1729383,DEW Points  measurem...,mwa0000014721101,,30,
1619,108,1358188,Dew Point Measurement,mwa0000020239914,,30,
1620,108,2444417,Dew Point Measurement,mwa0000024303555,,30,
1621,109,788395,Linda Maji,AlexanderM96,,30,
1622,109,2606002,Dew point measurement,mwa0000034492500,,30,
1623,109,1689661,Industrial Temperature,mwa0000025554848,,30,
1624,109,1906006,Dew Point Measurement,mwa0000027807498,,30,
1625,109,2975111,Channel 2975111,mwa0000037861933,,30,
1626,109,1684933,Dew Point Measurement,mwa0000019368049,,30,
1627,109,1034155,Dew Point Measurement,mwa0000017055910,,30,
1628,109,2513621,Dew point measurement,mwa0000033752342,,30,
1629,109,3138377,Dew Point Measurement,mwa0000038319156,,30,
1630,109,2513021,Dew Point Measurement,mwa0000033732290,,30,
1631,109,1265323,6706184117 Praktikum...,mwa0000020641913,,30,
1632,109,1370234,Dew Point Measurement,mwa0000020318265,,30,
1633,109,2510999,Dew Point Measurement,mwa0000033712070,,30,
1634,109,1018567,DPM,mwa0000017799575,,30,
1635,109,2553060,Dew Point Measurement,mwa0000034038878,,30,
1636,110,1682639,HW3,mwa0000019416460,,30,
1637,110,1951153,Airqo_G5115,airqodata02,,30,
1638,110,1606123,AirQo_G553,airqodata02,,30,
1639,110,1941671,Dew Point Measure,mwa0000019110388,,30,
1640,110,2026072,AirQo-G5137,airqodata02,,30,
1641,110,686086,channel 1,swarupnath43,,30,
1642,110,2793552,Dew Point Measurement,mwa0000036347880,,30,
1643,110,2670993,Dew Point Measurement,mwa0000035204372,,30,
1644,110,1680633,Dew Point Measurement,mwa0000019794097,,30,
1645,110,1844513,Airqo_G586,airqodata02,,30,
1646,110,1677325,Dew Point Measurement,anayeligf,,30,
1647,110,3168415,Stundenverbrauch,BernieL,,30,
1648,110,1752875,Airqo_G580,airqodata02,,30,
1649,110,1003706,Dew Point Measurement,mwa0000017051151,,30,
1650,110,3242237,Dew Point Measurement,mwa0000040288992,,30,
1651,111,1003706,Dew Point Measurement,mwa0000017051151,,30,
1652,111,3242237,Dew Point Measurement,mwa0000040288992,,30,
1653,111,1003798,Dew Point Measurement,mwa0000017654298,,30,
1654,111,2511694,node1,mwa0000033736233,,30,
1655,111,1031659,Dew Point Calculation,mwa0000017656403,,30,
1656,111,3202540,Channel2,mwa0000034618264,,30,
1657,111,3210716,SSPC2026,mwa0000036847272,,30,
1658,111,2513713,Node2,mwa0000033712442,,30,
1659,111,1003861,Dew Point Measurment,mwa0000016976879,,30,
1660,111,1161747,Dew Point Measurement,mwa0000019696403,,30,
1661,111,1210619,Dew Point Measurement,mwa0000013221473,,30,
1662,111,1683953,Dew Point Measurement,mwa0000024423552,,30,
1663,111,2419103,Dew Point Measurement,mwa0000025347069,,30,
1664,111,2421198,Dew Point Measurement,mwa0000021387969,,30,
1665,111,3202417,Sensor2test,mwa0000035494460,,30,
1666,112,1260811,Dew Point Measurement,mwa0000020640722,,30,
1667,112,1003784,Dew Point Measuremen...,mwa0000017452666,,30,
1668,112,2159891,AirQo-G5184,airqodata02,,30,
1669,112,1266910,Dew Point Measurement,mwa0000020691112,,30,
1670,112,2513706,Node 2,mwa0000033733816,,30,
1671,112,3131297,temp,maxtisc,,30,
1672,112,2607886,Dew Point Measurement,mwa0000034506740,,30,
1673,112,1844452,Dew Point Measurement,amraaa,,30,
1674,112,2512133,Dew point measurement,mwa0000033742478,,30,
1675,112,1003859,Dew Point Measurement,mwa0000016988742,,30,
1676,112,958775,Dew Point Measurement,mwa0000017023498,,30,
1677,112,1800939,Data communication A...,mwa0000022599387,,30,
1678,112,3202260,Channel 1,mwa0000034618264,,30,
1679,112,1951145,Airqo_G5111,airqodata02,,30,
1680,112,2300621,AIRQO_G5279,airqodata02,,30,
1681,113,2084555,AirQo-G5143,airqodata02,,30,
1682,113,1575537,AirQo_G542,airqodata02,,30,
1683,113,2312937,AIRQO_G5282,airqodata02,,30,
1684,113,2649955,AIRQO_G5358,airqodata02,,30,
1685,113,2963713,airqo_g5503,airqodata02,,30,
1686,113,1951165,Airqo_G5121,airqodata02,,30,
1687,113,1874740,Airqo_G5100,airqodata02,,30,
1688,113,1698913,Ortam sıcaklığı,METEO06,,30,
1689,113,3000993,airqo_g5569,airqodata02,,30,
1690,113,2198724,AIRQO-G5233,airqodata02,,30,
1691,113,1265745,Measurement,mwa0000020684489,,30,
1692,113,1241658,API Meteored Trenque...,Pampero3,,30,
1693,113,1798549,Wind &Solar Power Test,mwa0000019065934,,30,
1694,113,2055346,wind and solar power...,mwa0000019059637,,30,
1695,113,1684737,Dew Point Measurement,mwa0000026052347,,30,
1696,114,2653378,AIRQO_G5375,airqodata02,,30,
1697,114,1676523,Dew Point Measurement,mwa0000023780110,,30,
1698,114,3096125,Dew Point Measurement,mwa0000039010900,,30,
1699,114,1036270,Dew point measurement,mwa0000017076057,,30,
1700,114,1032750,Week 5,mwa0000017592137,,30,
1701,114,1003795,Week 5&6,mwa0000016924487,,30,
1702,114,1029838,Dew Point Measurement,mwa0000017664583,,30,
1703,114,1341167,Dew Point Measurement,mwa0000022004166,,30,
1704,114,1681907,HW2,mwa0000017960969,,30,
1705,114,2510820,Dew Point Measurement,mwa0000033729305,,30,
1706,114,1003687,Dew Point Measurement,stephaniebutler,,30,
1707,114,1036796,Dew Point Measurement,mwa0000017066089,,30,
1708,114,1667991,Data Communication -...,mwa0000021551461,,30,
1709,114,2549181,Dew Point Measurement,mwa0000034004621,,30,
1710,114,2514984,NODE1,mwa0000033731155,,30,
1711,115,1123441,1123441 Rf433 Remote,trickedj,,30,
1712,115,1681343,Dew Point Measurement,mwa0000020005558,,30,
1713,115,2513693,Node1,mwa0000033706992,,30,
1714,115,1264677,Modul10,mwa0000020671867,,30,
1715,115,1028691,Dew Point Measurement,mwa0000017734157,,30,
1716,115,1465736,Dew point measurement,mwa0000023445313,,30,
1717,115,1336412,PruebaApp,mwa0000021972670,,30,
1718,115,1358280,Dew Point Measurement,mwa0000019862322,,30,
1719,115,1002631,Dew Point Measurement,mwa0000017645858,,30,
1720,115,1003799,Dew Point Measurement,mwa0000017106295,,30,
1721,115,1992596,Dew Point Measurement,mwa0000021732819,,30,
1722,115,2155414,dew point measurment,mwa0000028419531,,30,
1723,115,2553080,Dew Point Measurement,mwa0000034039035,,30,
1724,115,1031796,Dew Point measurement,mwa0000017592149,,30,
1725,115,1649106,Dew Point Measurement,mwa0000017623988,,30,
1726,116,2512981,Dew point measurement,mwa0000033707745,,30,
1727,116,890288,e healthcare monitor...,najihahyusri,,30,
1728,116,3263545,exp-9,mwa0000034347685,,30,
1729,116,2198531,AIRQO-G5204,airqodata02,,30,
1730,116,3160602,Estação Casa,mwa0000039585942,,30,
1731,116,1794564,Air Quality Measurem...,mwa0000019065934,,30,
1732,116,620127,dewpoint,terrahlynn35,,30,
1733,116,1465719,Dew Point Measurement,mwa0000020331489,,30,
1734,116,1003887,Dew Point Measurement,mwa0000017411847,,30,
1735,116,800910,Dew Point Measurement,seizalal,,30,
1736,116,2724094,Dew Point Measurement,mwa0000035799363,,30,
1737,116,2427882,Dew Point Measurement,mwa0000024860114,,30,
1738,116,2510764,Dew Point Measurement,mwa0000033730516,,30,
1739,116,1002621,Dew Point Measurement,mwa0000017060395,,30,
1740,116,1465723,Dew point measurement,mwa0000023445124,,30,
1741,117,2874852,airqo_g5462,airqodata02,,30,
1742,117,1789485,CO2 on Vapor Pressure,mwa0000023025671,,30,
1743,117,2783819,H_a_r_z_Taupunkt,mwa0000017177247,,30,
1744,117,3263537,exp9,mwa0000034334051,,30,
1745,117,1020164,Dew Point Measurement,mwa0000017817018,,30,
1746,117,1365831,ESP32,mwa0000022277474,,30,
1747,117,1347961,RUCHER GRANDIS,Lycabbio,,30,
1748,117,1036045,Dew Point Measurement,mwa0000017653812,,30,
1749,117,624688,Dew Point Measurement,thuydo2510,,30,
1750,117,1263877,Dew Point Measurement,mwa0000020660869,,30,
1751,117,2850346,Dew Point Measurement,mwa0000030084994,,30,
1752,117,2514995,node 2,mwa0000033716629,,30,
1753,117,1165927,Dew Point Measurement,mwa0000019768058,,30,
1754,117,2412966,BitcoinPhysics,gsantostasi1,,30,
1755,117,2161656,airqo-g5188,airqodata02,,30,
1756,118,2963649,airqo_g5502,airqodata02,,30,
1757,118,3263463,Water level Senor,mwa0000040455235,,30,
1758,118,3263344,Humidity & Temperatu...,mwa0000034327038,,30,
1759,118,2510664,Dew Point Measurement,mwa0000033712125,,30,
1760,118,1675932,Dew Point Measurement,mwa0000025922571,,30,
1761,118,1217422,DewPointMeasurement,mwa0000019833306,,30,
1762,118,2513022,Dew Point Measurement,mwa0000033736703,,30,
1763,118,75345,RozdilNapeti,cen123,,30,
1764,118,2826025,Dew Point Measurement,mwa0000023180520,,30,
1765,118,2100589,Dew Point Measurement,mwa0000029814130,,30,
1766,118,256260,usha-strret-light,srcembedded,,30,
1767,118,1032731,Dew Point Measurement,mwa0000017789745,,30,
1768,118,622784,Dew Point Measurement,voegepas,,30,
1769,118,3246341,Dew Point Measurement,mwa0000028983329,,30,
1770,118,2067595,Weather Station Plus,IbrahimDayax,,30,
1771,119,2511294,Dew Point Measurement,mwa0000033733637,,30,
1772,119,1684798,Dew Point Measurement,mwa0000023937247,,30,
1773,119,1525225,Temperature Measurement,realorlando,,30,
1774,119,1752874,Airqo_G579,airqodata02,,30,
1775,119,2874809,airqo_g5450,airqodata02,,30,
1776,119,3263458,Theft Detection,mwa0000040455215,,30,
1777,119,2068436,Air Quality,mwa0000022603318,,30,
1778,119,3263443,hum & tem,mwa0000040455163,,30,
1779,119,3262189,Kvartyra,taltek,,30,
1780,119,3246954,NICEAir_Remote07,mwa0000040310094,,30,
1781,119,3263350,exp-9,mwa0000034326599,,30,
1782,119,3263265,IEDProj3,mwa0000040302811,,30,
1783,119,3263364,Estacion meteorologica,mwa0000040445000,,30,
1784,119,3263369,IOT DATA,Harish1020,,30,
1785,119,1575539,AirQo_G543,airqodata02,,30,
1786,120,3263263,Channel 3263263,mwa0000040454431,,30,
1787,120,3263351,IoT-Based Smart Hydr...,mwa0000035138921,,30,
1788,120,3263332,exp9,mwa0000034334051,,30,
1789,120,3263335,Hum & Tem,mwa0000030824548,,30,
1790,120,3263325,Hum & Tem,mwa0000034326148,,30,
1791,120,3263324,temp&hum,mwa0000034364493,,30,
1792,120,3263331,Humidity & Temperature,mwa0000034333013,,30,
1793,120,3263334,exp 9 iot,mwa0000034339832,,30,
1794,120,3263337,experiment-09,mwa0000034398195,,30,
1795,120,2871837,DC&N_Group10_Wind an...,mwa0000025266726,,30,
1796,120,3263320,Hum & Tem,mwa0000026468389,,30,
1797,120,3040691,node 2 seeed studio,mwa0000038397650,,30,
1798,120,1739558,AirQo_G571,airqodata02,,30,
1799,120,3262721,FloodSense,mwa0000035063933,,30,
1800,120,2198555,AIRQO-G5227,airqodata02,,30,
1801,121,2159883,AirQo-G5180,airqodata02,,30,
1802,121,1786409,Wind Power Monitoring,mwa0000026857143,,30,
1803,121,1032314,Due point measurement,mwa0000017657614,,30,
1804,121,1668301,Data collection from...,mwa0000021964706,,30,
1805,121,1032312,Dew Point Measurement,mwa0000017657408,,30,
1806,121,1352231,Dew Point Measurement,mwa0000008123184,,30,
1807,121,1032311,Dew point Measurement,mwa0000017725648,,30,
1808,121,1364863,ESP32 Hall and Tempe...,mwa0000008123184,,30,
1809,121,1079018,Dew Point Measurement,mwa0000018739142,,30,
1810,121,1562796,Weather Information,mwa0000017193805,,30,
1811,121,3140715,weather testing,mwa0000017294246,,30,
1812,121,619876,Dew point Measurement,goodshort,,30,
1813,121,555225,Dew Point Measurement,pritirathi14,,30,
1814,121,1546859,HW2,mwa0000024460989,,30,
1815,121,1951156,Airqo_G5117,airqodata02,,30,
1816,122,2084598,AirQo-G5163,airqodata02,,30,
1817,122,3245935,Iot,mwa0000040186333,,30,
1818,122,3263107,computer and robotic...,mwa0000039138677,,30,
1819,122,1678200,CANALE DATI FRIGO CT...,mwa0000020724008,,30,
1820,122,1678206,CANALE STORICO INTER...,mwa0000020724008,,30,
1821,122,1678203,CANALE ISTRUZIONI IN...,mwa0000020724008,,30,
1822,122,582275,Hämäläistentie koste...,toroti,,30,
1823,122,3244919,Climate Monitoring R...,mwa0000040209687,,30,
1824,122,1678196,CANALE PROGRAMMA CTS...,mwa0000020724008,,30,
1825,122,676538,IoT platform for Air...,lr1997,,30,
1826,122,3259357,heart ratex,mwa0000040431725,,30,
1827,122,3263063,s2f  13,mwa0000040453972,,30,
1828,122,2198758,AIRQO-G5235,airqodata02,,30,
1829,122,3263213,Livia,mwa0000040453986,,30,
1830,122,3263247,s2f27,mwa0000040384768,,30,
1831,123,3263080,S2F-10,mwa0000040384669,,30,
1832,123,1297682,Dew Point Measurement,mwa0000021046716,,30,
1833,123,3263197,GAS MONITORING SYSTEM,mwa0000040454264,,30,
1834,123,3263183,Channel 3263183,mwa0000039138624,,30,
1835,123,503754,"Temperature, Springb...",johnfrog,,30,
1836,123,3263191,TEMP3 inven,mwa0000040452933,,30,
1837,123,1874533,Airqo_G597,airqodata02,,30,
1838,123,3263134,Comp/Rob Integration PT,mwa0000039119467,,30,
1839,123,3263140,T3 C3 - C4 | Perform...,mwa0000039138562,,30,
1840,123,3263176,TEMP2 inven,mwa0000040452933,,30,
1841,123,3263181,Temp & Humidity,mwa0000036748659,,30,
1842,123,3263133,TEMP4 inven,mwa0000040452933,,30,
1843,123,2084561,AirQo-G5145,airqodata02,,30,
1844,123,2510833,Dew Point Measurement,mwa0000033730959,,30,
1845,123,3263083,DHT,mwa0000040454048,,30,
1846,124,3255489,Onion Storage System,mwa0000033333062,,30,
1847,124,3263081,F2F 9,mwa0000040384679,,30,
1848,124,3263077,s2f-29,mwa0000040453941,,30,
1849,124,3263064,s2f-28,mwa0000040453980,,30,
1850,124,3263078,s2f_01,mwa0000040454010,,30,
1851,124,3263072,Теплиця 1_2,mwa0000040453881,,30,
1852,124,3263071,s2f-30,mwa0000040453999,,30,
1853,124,3263069,s2f_23,mwa0000040453973,,30,
1854,124,3263068,s2f  15,mwa0000040454001,,30,
1855,124,3263055,S2F_16,mwa0000040384712,,30,
1856,124,573883,Makkarin lämpötila,jounikar,,30,
1857,124,3263044,s2f-34,mwa0000040453939,,30,
1858,124,3263060,S2F 11,mwa0000040453969,,30,
1859,124,3263048,s2f_33,mwa0000040384782,,30,
1860,124,3263057,s2f26,mwa0000040453964,,30,
1861,125,2087728,AirQo-G5175,airqodata02,,30,
1862,125,3263035,S2F-17,mwa0000040453922,,30,
1863,125,3263050,s2f_32,mwa0000040453947,,30,
1864,125,3263047,s2f_18,mwa0000040384661,,30,
1865,125,3263036,s2f_14,mwa0000040453921,,30,
1866,125,3263031,s2f_5,mwa0000040384791,,30,
1867,125,3263026,S2F_19,mwa0000040453899,,30,
1868,125,3263028,s2f-25,mwa0000040384674,,30,
1869,125,3263027,s2f_08,mwa0000040384688,,30,
1870,125,3263018,s2f_7,mwa0000040384716,,30,
1871,125,3263014,S2F_24,mwa0000040384637,,30,
1872,125,3263010,s2f_31,mwa0000040384668,,30,
1873,125,3262824,KEN,mwa0000031380197,,30,
1874,125,3262935,s2f_40,mwa0000019449844,,30,
1875,125,3252089,Monitoring,mwa0000036577785,,30,
1876,126,3262820,DHT11,mwa0000034244578,,30,
1877,126,3262683,Espacios de Estacion...,mwa0000040194492,,30,
1878,126,3262623,My farm sensor,mwa0000040453123,,30,
1879,126,3262757,Tes RTC,heldha040903,,30,
1880,126,1951169,Airqo_G5124,airqodata02,,30,
1881,126,1752876,Airqo_G581,airqodata02,,30,
1882,126,2512089,遙距實驗室,mwa0000033742234,,30,
1883,126,548286,accident detection f...,srcembedded,,30,
1884,126,2513632,Dew point Measurement,mwa0000033742717,,30,
1885,126,3262693,temperature and hum...,mwa0000034255542,,30,
1886,126,3262696,temp & hum,mwa0000034360175,,30,
1887,126,3262776,IOT DATA,mwa0000040453523,,30,
1888,126,796135,Dew Point Measurement#8,syliot2019,,30,
1889,126,3260920,ESP32 Weather,mwa0000038292445,,30,
1890,126,3262643,Ken_test,mwa0000031380197,,30,
1891,127,2161641,AirQo-G5187,airqodata02,,30,
1892,127,3221338,Channel 3221338,mwa0000039611306,,30,
1893,127,3262732,IOT BASED SUPPORT SY...,mwa0000036127337,,30,
1894,127,2084569,AirQo-G5148,airqodata02,,30,
1895,127,3254890,Traffic light,mwa0000040399378,,30,
1896,127,1298231,Wetterstation hourly,marcel904,,30,
1897,127,3262564,TEMP inven,mwa0000040452933,,30,
1898,127,3237206,traffic light,mwa0000039690185,,30,
1899,127,3024216,Soil Moisture Sensor,mwa0000038260319,,30,
1900,127,3155713,IOT Sensor channel 3,mwa0000037315209,,30,
1901,127,3125397,Soil Moisture Analysis,SusmithaPallipe,,30,
1902,127,3262552,iot,mwa0000040452857,,30,
1903,127,3262557,wendies,mwa0000040452853,,30,
1904,127,2335951,AIRQO_G5292,airqodata02,,30,
1905,127,3262535,Coco T,mwa0000040452867,,30,
1906,128,3262547,iot 888,mwa0000036272008,,30,
1907,128,3262554,IoT_Thexr,mwa0000039978291,,30,
1908,128,3262543,IoT PP14,mwa0000040452876,,30,
1909,128,3262555,IOt,mwa0000040036363,,30,
1910,128,3262558,iot,mwa0000040042022,,30,
1911,128,3262550,IoT G02,mwa0000039977495,,30,
1912,128,3262546,IoT TEST_VR,mwa0000036279247,,30,
1913,128,3262542,iot kk,mwa0000040032252,,30,
1914,128,3262536,IoT G02,mwa0000032985202,,30,
1915,128,3262539,iot 888,mwa0000040031795,,30,
