N,Page,ID,Name,Author,Description,Tags,Sensors
1440,96,1028691,Dew Point Measurement,mwa0000017734157,,[],[]
1441,97,1465736,Dew point measurement,mwa0000023445313,,[],[]
1442,97,1028691,Dew Point Measurement,mwa0000017734157,,[],[]
1443,97,1383883,Dew point Measurement,mwa0000020239885,,[],[]
1444,97,1336412,PruebaApp,mwa0000021972670,,[],[]
1445,97,1358280,Dew Point Measurement,mwa0000019862322,,[],[]
1446,97,1992596,Dew Point Measurement,mwa0000021732819,,[],[]
1447,97,2155414,dew point measurment,mwa0000028419531,,[],[]
1448,97,2553080,Dew Point Measurement,mwa0000034039035,,[],[]
1449,97,3165233,Data Comm. Assignment,mwa0000028771193,,[],[]
1450,97,1002631,Dew Point Measurement,mwa0000017645858,,[],[]
1451,97,1649106,Dew Point Measurement,mwa0000017623988,,[],[]
1452,97,1003799,Dew Point Measurement,mwa0000017106295,,[],[]
1453,97,1031796,Dew Point measurement,mwa0000017592149,,[],[]
1454,97,2354645,Dew Point Measurement,mwa0000031509531,,[],[]
1455,97,2512981,Dew point measurement,mwa0000033707745,,[],[]
1456,98,2512981,Dew point measurement,mwa0000033707745,,[],[]
1457,98,2513720,Node 2,mwa0000033710944,,[],[]
1458,98,1011760,Dew point measurement,mwa0000017068110,,[],[]
1459,98,1358289,Dew Point Measurement,mwa0000020318219,,[],[]
1460,98,2337261,AIRQO_G5308,airqodata02,,[],[]
1461,98,2548577,Dew Point Measuement,mwa0000034004485,,[],[]
1462,98,1034788,Dew Point Measurement,mwa0000016995115,,[],[]
1463,98,2216346,Misura del Punto di ...,mwa0000020382224,,[],[]
1464,98,2051072,Dew Point Measurement,mwa0000028679137,,[],[]
1465,98,1673464,Dew Point Measurement,mwa0000023951453,,[],[]
1466,98,1002543,Dew Point Measurement,mwa0000017644768,,[],[]
1467,98,2549538,Dew Point Measurement,mwa0000034010491,,[],[]
1468,98,2084603,AirQo-G5166,airqodata02,,[],[]
1469,98,2510982,Dew Point Measurement,mwa0000033732044,,[],[]
1470,98,2198534,AIRQO-G5207,airqodata02,,[],[]
1471,99,2337232,AIRQO_G5303,airqodata02,,[],[]
1472,99,1307405,Dew Point Measurement,mwa0000014094773,,[],[]
1473,99,1032315,Dew Point Measurement,mwa0000017664808,,[],[]
1474,99,2100592,Dew Point Measurement,mwa0000029814142,,[],[]
1475,99,2436695,node1,mwa0000031689349,,[],[]
1476,99,1107410,measurement and  tem...,santosh76031,,[],[]
1477,99,2872190,A_鑫台_1號機_A1-2,mwa0000029068820,,[],[]
1478,99,1487734,Dew Point Measurement,mwa0000023439160,,[],[]
1479,99,2554324,Dew Point Measurement,mwa0000034048482,,[],[]
1480,99,2876828,Air Quality Monitor,mwa0000029759168,,[],[]
1481,99,2620114,C_旭海_長效溶氧_五合一水質系統,mwa0000029068820,,[],[]
1482,99,3218921,A_福壽_長效溶氧,mwa0000029068820,,[],[]
1483,99,1682710,Dew Point Measurement,mwa0000019416479,,[],[]
1484,99,1028801,Dew Point Measurement,mwa0000017656602,,[],[]
1485,99,2087718,AirQo-G5169,airqodata02,,[],[]
1486,100,2087718,AirQo-G5169,airqodata02,,[],[]
1487,100,2337227,AIRQO_G5302,airqodata02,,[],[]
1488,100,1331164,sudhanshu,sudhanshuag123,,[],[]
1489,100,2856421,A_漢神國際_彌陀場域2,mwa0000029068820,,[],[]
1490,100,982271,Dew Point Measurement,chelseapowe,,[],[]
1491,100,2243634,Dew Point Measurement,mwa0000030811125,,[],[]
1492,100,2198548,AIRQO-G5220,airqodata02,,[],[]
1493,100,596161,tutoriel,simonsimon405,,[],[]
1494,100,2514968,node1,mwa0000033716629,,[],[]
1495,100,1465703,Dew Point Measurement,dhwani0111,,[],[]
1496,100,2866793,airqo_g5432,airqodata02,,[],[]
1497,100,918401,OutDoorTemp,mwa0000016901516,,[],[]
1498,100,1677869,Air quality,mwa0000022603318,,[],[]
1499,100,1549169,Dew Point Measurement,mwa0000024488630,,[],[]
1500,100,2084560,AirQo-G5144,airqodata02,,[],[]
1501,101,2100591,Dew Point Measurement,mwa0000029814143,,[],[]
1502,101,1267134,Mod10Percobaan2,mwa0000020660979,,[],[]
1503,101,2471431,南俊國際,mwa0000029068820,,[],[]
1504,101,1002531,Dew Point Measurement,mwa0000017644678,,[],[]
1505,101,1028749,Sense HAT,sdang123,,[],[]
1506,101,2337196,AIRQO_G5294,airqodata02,,[],[]
1507,101,1675932,Dew Point Measurement,mwa0000025922571,,[],[]
1508,101,2510664,Dew Point Measurement,mwa0000033712125,,[],[]
1509,101,2335934,AIRQO_G5286,airqodata02,,[],[]
1510,101,2513022,Dew Point Measurement,mwa0000033736703,,[],[]
1511,101,1217422,DewPointMeasurement,mwa0000019833306,,[],[]
1512,101,75345,RozdilNapeti,cen123,,[],[]
1513,101,598264,Dew Point Measurement,sulaimisuib,,[],[]
1514,101,1800939,Data communication A...,mwa0000022599387,,[],[]
1515,101,1032731,Dew Point Measurement,mwa0000017789745,,[],[]
1516,102,1032731,Dew Point Measurement,mwa0000017789745,,[],[]
1517,102,2100589,Dew Point Measurement,mwa0000029814130,,[],[]
1518,102,622784,Dew Point Measurement,voegepas,,[],[]
1519,102,3246341,Dew Point Measurement,mwa0000028983329,,[],[]
1520,102,1951165,Airqo_G5121,airqodata02,,[],[]
1521,102,2874852,airqo_g5462,airqodata02,,[],[]
1522,102,2067595,Weather Station Plus,IbrahimDayax,,[],[]
1523,102,2511294,Dew Point Measurement,mwa0000033733637,,[],[]
1524,102,1684798,Dew Point Measurement,mwa0000023937247,,[],[]
1525,102,2977826,A_鑫台_2號機_石斑池,mwa0000029068820,,[],[]
1526,102,1525225,Temperature Measurement,realorlando,,[],[]
1527,102,2159884,AirQo-G5181,airqodata02,,[],[]
1528,102,2232332,一德放流口,mwa0000029068820,,[],[]
1529,102,2068639,ZOOLOGY-observer,ZoologyLH,,[],[]
1530,102,2037837,ProudCeskyDub,mwa0000028812017,,[],[]
1531,103,2510665,Dew Point Measurement,mwa0000033712658,,[],[]
1532,103,2514889,Node2,mwa0000033710090,,[],[]
1533,103,1606119,AirQo_G549,airqodata02,,[],[]
1534,103,1465702,Dew Point Measurement,mwa0000023445049,,[],[]
1535,103,2194209,Dew Point Measurement,SANJAI,,[],[]
1536,103,1265712,Dew Point Meassurement,mwa0000020676739,,[],[]
1537,103,2514528,Node2,mwa0000033729847,,[],[]
1538,103,2515007,NODE2,mwa0000033731155,,[],[]
1539,103,1002613,Dew Point Measurement,c19350163,,[],[]
1540,103,1003700,Dew Point Measurement,mwa0000017059745,,[],[]
1541,103,1699897,Dew Point Measurement,mwa0000024461149,,[],[]
1542,103,1358180,Dew Point Measurement,mwa0000020239886,,[],[]
1543,103,1358199,Dew Point Measurement,mwa0000020239902,,[],[]
1544,103,3189403,sensor 2,mwa0000035494460,,[],[]
1545,103,1465721,Dew Point Measurement,mwa0000023445133,,[],[]
1546,104,1465721,Dew Point Measurement,mwa0000023445133,,[],[]
1547,104,2556104,Model Node 1 data,mwa0000034004485,,[],[]
1548,104,1729383,DEW Points  measurem...,mwa0000014721101,,[],[]
1549,104,1844513,Airqo_G586,airqodata02,,[],[]
1550,104,1002557,Dew Point Measurement,mwa0000017644881,,[],[]
1551,104,2444417,Dew Point Measurement,mwa0000024303555,,[],[]
1552,104,1358188,Dew Point Measurement,mwa0000020239914,,[],[]
1553,104,788395,Linda Maji,AlexanderM96,,[],[]
1554,104,1689661,Industrial Temperature,mwa0000025554848,,[],[]
1555,104,2653378,AIRQO_G5375,airqodata02,,[],[]
1556,104,890288,e healthcare monitor...,najihahyusri,,[],[]
1557,104,2606002,Dew point measurement,mwa0000034492500,,[],[]
1558,104,1034155,Dew Point Measurement,mwa0000017055910,,[],[]
1559,104,3138377,Dew Point Measurement,mwa0000038319156,,[],[]
1560,104,1906006,Dew Point Measurement,mwa0000027807498,,[],[]
1561,105,2975111,Channel 2975111,mwa0000037861933,,[],[]
1562,105,1265323,6706184117 Praktikum...,mwa0000020641913,,[],[]
1563,105,1370234,Dew Point Measurement,mwa0000020318265,,[],[]
1564,105,1684933,Dew Point Measurement,mwa0000019368049,,[],[]
1565,105,2337192,AIRQO_G5293,airqodata02,,[],[]
1566,105,2513621,Dew point measurement,mwa0000033752342,,[],[]
1567,105,3000993,airqo_g5569,airqodata02,,[],[]
1568,105,2510999,Dew Point Measurement,mwa0000033712070,,[],[]
1569,105,2513021,Dew Point Measurement,mwa0000033732290,,[],[]
1570,105,1018567,DPM,mwa0000017799575,,[],[]
1571,105,2553060,Dew Point Measurement,mwa0000034038878,,[],[]
1572,105,3262078,BPMO Lab Status and ...,mwa0000040361212,,[],[]
1573,105,1682639,HW3,mwa0000019416460,,[],[]
1574,105,2513585,Node 1,mwa0000033709418,,[],[]
1575,105,1358224,Dew Point Measurement,mwa0000020239947,,[],[]
1576,106,1941671,Dew Point Measure,mwa0000019110388,,[],[]
1577,106,2793552,Dew Point Measurement,mwa0000036347880,,[],[]
1578,106,2670993,Dew Point Measurement,mwa0000035204372,,[],[]
1579,106,686086,channel 1,swarupnath43,,[],[]
1580,106,1680633,Dew Point Measurement,mwa0000019794097,,[],[]
1581,106,1677325,Dew Point Measurement,anayeligf,,[],[]
1582,106,1794564,Air Quality Measurem...,mwa0000019065934,,[],[]
1583,106,1003706,Dew Point Measurement,mwa0000017051151,,[],[]
1584,106,1332897,Dew Point Measurement,mwa0000021911357,,[],[]
1585,106,2513701,NODE 1,mwa0000033712601,,[],[]
1586,106,620127,dewpoint,terrahlynn35,,[],[]
1587,106,1465719,Dew Point Measurement,mwa0000020331489,,[],[]
1588,106,2514648,Node 2,mwa0000033711518,,[],[]
1589,106,1003887,Dew Point Measurement,mwa0000017411847,,[],[]
1590,106,2724094,Dew Point Measurement,mwa0000035799363,,[],[]
1591,107,2724094,Dew Point Measurement,mwa0000035799363,,[],[]
1592,107,800910,Dew Point Measurement,seizalal,,[],[]
1593,107,2427882,Dew Point Measurement,mwa0000024860114,,[],[]
1594,107,2510764,Dew Point Measurement,mwa0000033730516,,[],[]
1595,107,1002621,Dew Point Measurement,mwa0000017060395,,[],[]
1596,107,2337241,AIRQO_G5305,airqodata02,,[],[]
1597,107,2511694,node1,mwa0000033736233,,[],[]
1598,107,2101109,Dew Point Measurement,mwa0000029080777,,[],[]
1599,107,1031659,Dew Point Calculation,mwa0000017656403,,[],[]
1600,107,2198553,AIRQO-G5225,airqodata02,,[],[]
1601,107,3202540,Channel2,mwa0000034618264,,[],[]
1602,107,1373121,Dew Point Measurement,mwa0000020239875,,[],[]
1603,107,1465723,Dew point measurement,mwa0000023445124,,[],[]
1604,107,2300621,AIRQO_G5279,airqodata02,,[],[]
1605,107,2963713,airqo_g5503,airqodata02,,[],[]
1606,108,3131297,temp,maxtisc,,[],[]
1607,108,2992532,B_愛河灣水質NO3(中正橋),mwa0000029068820,,[],[]
1608,108,1210619,Dew Point Measurement,mwa0000013221473,,[],[]
1609,108,2421198,Dew Point Measurement,mwa0000021387969,,[],[]
1610,108,1003784,Dew Point Measuremen...,mwa0000017452666,,[],[]
1611,108,3242307,Dew Point Measurement,mwa0000040289211,,[],[]
1612,108,3263651,EasyRemote_Group2,mwa0000039209391,,[],[]
1613,108,2512133,Dew point measurement,mwa0000033742478,,[],[]
1614,108,2783819,H_a_r_z_Taupunkt,mwa0000017177247,,[],[]
1615,108,2159885,AirQo-G5182,airqodata02,,[],[]
1616,108,958775,Dew Point Measurement,mwa0000017023498,,[],[]
1617,108,1003859,Dew Point Measurement,mwa0000016988742,,[],[]
1618,108,1681316,effects of Wind,mwa0000021939476,,[],[]
1619,108,3202260,Channel 1,mwa0000034618264,,[],[]
1620,108,2511323,Dew point measurement,mwa0000033711518,,[],[]
1621,109,1682609,Dew Point Measurement,mwa0000026026643,,[],[]
1622,109,1744891,load usage monitoring,mwa0000021377548,,[],[]
1623,109,1682627,Dew Point Measurement,mwa0000020997660,,[],[]
1624,109,2631022,MVT_PIR,mwa0000034674285,,[],[]
1625,109,1031620,Dew Point Measurement,mwa0000016856614,,[],[]
1626,109,1003867,Dew Point Measurment,mwa0000017656211,,[],[]
1627,109,2583530,Dew Point Measurement,mwa0000034305989,,[],[]
1628,109,615003,Dew Point Measurement,tuliphe,,[],[]
1629,109,1026627,Dew Point Measurement,mwa0000017900692,,[],[]
1630,109,3139659,Dew Measure - 2025 B,mwa0000017294246,,[],[]
1631,109,2472071,Air quality with SDS...,mwa0000026032701,,[],[]
1632,109,1034053,Dew Point Measurement,mwa0000017050450,,[],[]
1633,109,2510713,Dew Point Measurement,mwa0000033708518,,[],[]
1634,109,684035,Mittarit,riihesam,,[],[]
1635,109,1709468,Dew Point Measurement,mwa0000021128224,,[],[]
1636,110,1709468,Dew Point Measurement,mwa0000021128224,,[],[]
1637,110,2511822,Dew Point Measurement,mwa0000033710688,,[],[]
1638,110,2510952,Dew Point Measurement,mwa0000033730980,,[],[]
1639,110,1035682,Dew Point Measurements,mwa0000017076206,,[],[]
1640,110,2159893,AirQo-G5186,airqodata02,,[],[]
1641,110,3263640,IOT BASED POLLUTION ...,mwa0000040455946,,[],[]
1642,110,3258185,Dew Point Measuremen...,mwa0000040213708,,[],[]
1643,110,2943900,Dew Point Measurement,mwa0000037705266,,[],[]
1644,110,2427954,IOT,mwa0000026368607,,[],[]
1645,110,711343,Dew Point Measurement,maithili16,,[],[]
1646,110,2198533,AIRQO-G5206,airqodata02,,[],[]
1647,110,2510940,Dew Point Measurement,mwa0000026682311,,[],[]
1648,110,1005100,Temperature Measurem...,mwa0000017664566,,[],[]
1649,110,1027894,Dew Point Measurement,dffaiskhanov,,[],[]
1650,110,2421772,Dew Point Measurement,mwa0000025347294,,[],[]
1651,111,2421772,Dew Point Measurement,mwa0000025347294,,[],[]
1652,111,1968575,Dew Point Measurement,mwa0000018624209,,[],[]
1653,111,2513740,Node2,mwa0000033706992,,[],[]
1654,111,1566168,Visu test mkr pile,Lycabbio,,[],[]
1655,111,1033264,Dew Point Measurement,mwa0000017656222,,[],[]
1656,111,2743776,Final Exam Dew Point...,mwa0000035902352,,[],[]
1657,111,1682635,HW2,mwa0000019416460,,[],[]
1658,111,1036436,Dew Point Measurement 2,mwa0000017654096,,[],[]
1659,111,3001010,airqo_g5573,airqodata02,,[],[]
1660,111,1767534,Dew Point Measurement,mwa0000024593140,,[],[]
1661,111,1679130,Dew Point Measurement,mwa0000019607459,,[],[]
1662,111,1683946,HW2,mwa0000021362371,,[],[]
1663,111,1889346,Dew Point Measurement,mwa0000027892173,,[],[]
1664,111,2266737,AIRQO_G5248,airqodata02,,[],[]
1665,111,1680636,Dew Point Calculation,mwa0000021362371,,[],[]
1666,112,1681555,Dew Point Measurement,mwa0000019335728,,[],[]
1667,112,2827209,Dew Point Measurement,mwa0000027141030,,[],[]
1668,112,2513356,Node-1,mwa0000033748547,,[],[]
1669,112,1678645,Dew Point Measurement,mwa0000019416460,,[],[]
1670,112,3263597,HeartMonitor,mwa0000036137910,,[],[]
1671,112,2966736,Dew Point Measurement,mwa0000023451993,,[],[]
1672,112,2508877,Node1,mwa0000033714378,,[],[]
1673,112,2689026,Dew Point Measurement,mwa0000035452369,,[],[]
1674,112,2647276,AIRQO_G5356,airqodata02,,[],[]
1675,112,2335937,AIRQO_G5287,airqodata02,,[],[]
1676,112,2874826,airqo_g5454,airqodata02,,[],[]
1677,112,1962716,Airqo_G5131,airqodata02,,[],[]
1678,112,2650082,AIRQO_G5368,airqodata02,,[],[]
1679,112,2510786,Dew Point Measurement,mwa0000033711717,,[],[]
1680,112,1367563,Dew point measurement,mwa0000020239920,,[],[]
1681,113,3205470,Weather Analysis,mwa0000034369007,,[],[]
1682,113,1105744,Measurement and plot...,itsmesap,,[],[]
1683,113,1951174,Airqo_G5127,airqodata02,,[],[]
1684,113,1031648,Dew Point Measurement,mwa0000017592120,,[],[]
1685,113,2199621,AIRQO-G5244,airqodata02,,[],[]
1686,113,2874876,airqo_g5467,airqodata02,,[],[]
1687,113,1873247,Airqo_G593,airqodata02,,[],[]
1688,113,2830685,AIRQO_G5421,airqodata02,,[],[]
1689,113,1606124,AirQo_G554,airqodata02,,[],[]
1690,113,2436959,Node 1,mwa0000033029171,,[],[]
1691,113,1002563,Dew Point Measurement,mwa0000017644889,,[],[]
1692,113,1028335,Dew Point Measurement,mwa0000016917018,,[],[]
1693,113,1680527,Dew Point Measurements,mwa0000024461068,,[],[]
1694,113,2511744,Dew Point Temperature,mwa0000033708788,,[],[]
1695,113,1003692,Dew Point Measurement,mwa0000017090245,,[],[]
1696,114,2556159,model ode 1 data,mwa0000034048482,,[],[]
1697,114,2513691,node1,mwa0000033712442,,[],[]
1698,114,1002626,Dew Point Measurement,mwa0000017645756,,[],[]
1699,114,1684922,Dew Point Measurement,mwa0000021257049,,[],[]
1700,114,2514654,Node 1,mwa0000033732871,,[],[]
1701,114,1002619,Dew Point Measurement,mwa0000016976144,,[],[]
1702,114,2548376,Dew point Measurement 2,mwa0000034002155,,[],[]
1703,114,2778056,Dht,mwa0000036209418,,[],[]
1704,114,2975880,LilyGO Test,davidfritsch,,[],[]
1705,114,1112704,Dew Point Measurement,mwa0000013947542,,[],[]
1706,114,2335922,AIRQO_G5283,airqodata02,,[],[]
1707,114,1031174,Week 5 Redo,mwa0000017592123,,[],[]
1708,114,2510947,Dew Point Measurement,mwa0000033730586,,[],[]
1709,114,2087717,AirQo-G5168,airqodata02,,[],[]
1710,114,3051768,Dew Point Measurement,mwa0000038504679,,[],[]
1711,115,2100600,DEW P MEASURE,mwa0000021190424,,[],[]
1712,115,1802310,DataComm,mwa0000026769540,,[],[]
1713,115,1461831,dew point measurement,mwa0000015360055,,[],[]
1714,115,2607316,Dew Point Measurement,mwa0000034502971,,[],[]
1715,115,1951179,Airqo_G5130,airqodata02,,[],[]
1716,115,1056742,Mittaukset 2,mwa0000017265688,,[],[]
1717,115,1801006,Data Communication: ...,mwa0000022770463,,[],[]
1718,115,1246338,API Meteored General...,Pampero3,,[],[]
1719,115,2337223,AIRQO_G5300,airqodata02,,[],[]
1720,115,2026685,AirQo-G5139,airqodata02,,[],[]
1721,115,3237567,gas sensor,reddy6304025716,,[],[]
1722,115,2199038,Dew Point Measurement,mwa0000030443874,,[],[]
1723,115,2292845,AIRQO_G5277,airqodata02,,[],[]
1724,115,2051766,Wind power monitor,mwa0000019059637,,[],[]
1725,115,3250768,Dew Point Measurement,mwa0000040362607,,[],[]
1726,116,2443412,Project 1,mwa0000033095471,,[],[]
1727,116,3096115,Dew Point Measurement,mwa0000039010698,,[],[]
1728,116,1036485,Dew Point Measurement,mwa0000017762501,,[],[]
1729,116,1691207,Dew Point Measurement,mwa0000025552833,,[],[]
1730,116,3258329,Dew Point Measuremen...,mwa0000040288992,,[],[]
1731,116,2417690,Dew Point Measurement,mwa0000027118814,,[],[]
1732,116,2940804,SII Testing,anacm1,,[],[]
1733,116,2457939,Wind and Solar Power...,mwa0000026473284,,[],[]
1734,116,2256224,Temperature,mwa0000030968825,,[],[]
1735,116,2553047,Dew Point Measurement,mwa0000034038086,,[],[]
1736,116,2084593,AirQo-G5161,airqodata02,,[],[]
1737,116,2084567,AirQo-G5146,airqodata02,,[],[]
1738,116,2874887,airqo_g5471,airqodata02,,[],[]
1739,116,1739563,AirQo_G575,airqodata02,,[],[]
1740,116,1606123,AirQo_G553,airqodata02,,[],[]
1741,117,2026072,AirQo-G5137,airqodata02,,[],[]
1742,117,3168415,Stundenverbrauch,BernieL,,[],[]
1743,117,1752875,Airqo_G580,airqodata02,,[],[]
1744,117,1003798,Dew Point Measurement,mwa0000017654298,,[],[]
1745,117,3210716,SSPC2026,mwa0000036847272,,[],[]
1746,117,2513713,Node2,mwa0000033712442,,[],[]
1747,117,1003861,Dew Point Measurment,mwa0000016976879,,[],[]
1748,117,1161747,Dew Point Measurement,mwa0000019696403,,[],[]
1749,117,1683953,Dew Point Measurement,mwa0000024423552,,[],[]
1750,117,2419103,Dew Point Measurement,mwa0000025347069,,[],[]
1751,117,1260811,Dew Point Measurement,mwa0000020640722,,[],[]
1752,117,2159891,AirQo-G5184,airqodata02,,[],[]
1753,117,1266910,Dew Point Measurement,mwa0000020691112,,[],[]
1754,117,2513706,Node 2,mwa0000033733816,,[],[]
1755,117,2607886,Dew Point Measurement,mwa0000034506740,,[],[]
1756,118,1844452,Dew Point Measurement,amraaa,,[],[]
1757,118,1951145,Airqo_G5111,airqodata02,,[],[]
1758,118,1575537,AirQo_G542,airqodata02,,[],[]
1759,118,1874740,Airqo_G5100,airqodata02,,[],[]
1760,118,1698913,Ortam sıcaklığı,METEO06,,[],[]
1761,118,1123441,1123441 Rf433 Remote,trickedj,,[],[]
1762,118,3263545,exp-9,mwa0000034347685,,[],[]
1763,118,3160602,Estação Casa,mwa0000039585942,,[],[]
1764,118,1789485,CO2 on Vapor Pressure,mwa0000023025671,,[],[]
1765,118,3263537,exp9,mwa0000034334051,,[],[]
1766,118,1020164,Dew Point Measurement,mwa0000017817018,,[],[]
1767,118,1365831,ESP32,mwa0000022277474,,[],[]
1768,118,1347961,RUCHER GRANDIS,Lycabbio,,[],[]
1769,118,1036045,Dew Point Measurement,mwa0000017653812,,[],[]
1770,118,624688,Dew Point Measurement,thuydo2510,,[],[]
1771,119,1263877,Dew Point Measurement,mwa0000020660869,,[],[]
1772,119,2850346,Dew Point Measurement,mwa0000030084994,,[],[]
1773,119,2514995,node 2,mwa0000033716629,,[],[]
1774,119,1165927,Dew Point Measurement,mwa0000019768058,,[],[]
1775,119,2412966,BitcoinPhysics,gsantostasi1,,[],[]
1776,119,2161656,airqo-g5188,airqodata02,,[],[]
1777,119,3263463,Water level Senor,mwa0000040455235,,[],[]
1778,119,3263344,Humidity & Temperatu...,mwa0000034327038,,[],[]
1779,119,2826025,Dew Point Measurement,mwa0000023180520,,[],[]
1780,119,256260,usha-strret-light,srcembedded,,[],[]
1781,119,1752874,Airqo_G579,airqodata02,,[],[]
1782,119,2874809,airqo_g5450,airqodata02,,[],[]
1783,119,3263458,Theft Detection,mwa0000040455215,,[],[]
1784,119,2068436,Air Quality,mwa0000022603318,,[],[]
1785,119,3263443,hum & tem,mwa0000040455163,,[],[]
1786,120,3262189,Kvartyra,taltek,,[],[]
1787,120,3246954,NICEAir_Remote07,mwa0000040310094,,[],[]
1788,120,3263350,exp-9,mwa0000034326599,,[],[]
1789,120,3263265,IEDProj3,mwa0000040302811,,[],[]
1790,120,3263364,Estacion meteorologica,mwa0000040445000,,[],[]
1791,120,3263369,IOT DATA,Harish1020,,[],[]
1792,120,3263263,Channel 3263263,mwa0000040454431,,[],[]
1793,120,3263351,IoT-Based Smart Hydr...,mwa0000035138921,,[],[]
1794,120,3263332,exp9,mwa0000034334051,,[],[]
1795,120,3263335,Hum & Tem,mwa0000030824548,,[],[]
1796,120,3263325,Hum & Tem,mwa0000034326148,,[],[]
